author,reviewedPaper 
Guido Araújo,Energy-Efficient WiFi Offloading and Network Management in Heterogeneous Wireless Networks.
Fernando Magno Quintão Pereira,Visualization of Recovery Situation in Disaster Area by Using Web Reservation Data.
Fernando Magno Quintão Pereira,Large Scale Comprehensive 3D Shape Retrieval.
Fernando Magno Quintão Pereira,Energy-Efficient Signalling in QoS Constrained Heterogeneous Networks.
Fernando Magno Quintão Pereira,Biased reference counting - minimizing atomic operations in garbage collection.
Francisco Romero,Towards Scientific Benchmarks - On Increasing the Credibility of Benchmarks.
Francisco Romero,Large-Scale 3D Shape Retrieval from ShapeNet Core55.
Francisco Romero,Hybrid optimization/heuristic instruction scheduling for programmable accelerator codesign.
Francisco Romero,Energy-Efficient Signalling in QoS Constrained Heterogeneous Networks.
Francisco Romero,GSHOT - a Global Descriptor from SHOT to Reduce Time and Space Requirements.
Christina Delimitrou,A Framework Based on Compressed Manifold Modes for Robust Local Spectral Analysis.
Franyell Silfa,Synergistic cache layout for reuse and compression.
Franyell Silfa,E-PUR - an energy-efficient processing unit for recurrent neural networks.
Gem Dot,Large-Scale 3D Shape Retrieval from ShapeNet Core55.
Gem Dot,Maximizing system utilization via parallelism management for co-located parallel applications.
Gem Dot,Mage - online and interference-aware scheduling for multi-scale heterogeneous systems.
Altino M. Sampaio,Building an Initialization Cipher Block with Two-Dimensional Operation and Random Parameters.
Altino M. Sampaio,Energy-Efficient Context-Aware Matching for Resource Allocation in Ultra-Dense Small Cells.
Altino M. Sampaio,Fisher Encoding of Adaptive Fast Persistent Feature Histograms for Partial Retrieval of 3D Pottery Objects.
Jorge G. Barbosa,"Crosstalk-included eye-diagram estimation for high-speed silicon, organic, and glass interposer channels on 2.5D/3D IC."
Farhad Mehdipour,GMOD - a dynamic GPU memory overflow detector.
Hamid Noori,Cost effective speculation with the omnipredictor.
Bahman Javadi,Data motifs - a lens towards fully understanding big data and AI workloads.
Zhenyu Zhou,Energy-Efficient Tracking and Localization of Objects in Wireless Sensor Networks.
Mianxiong Dong,Non-uniform resampling in perspective compensated large scale 3D visualization.
Kaoru Ota,Energy-Efficient Context-Aware Matching for Resource Allocation in Ultra-Dense Small Cells.
Kaoru Ota,A Framework Based on Compressed Manifold Modes for Robust Local Spectral Analysis.
Kaoru Ota,Performance extraction and suitability analysis of multi- and many-core architectures for next generation sequencing secondary analysis.
Kaoru Ota,Person Re-Identification from Depth Cameras using Skeleton and 3D Face Data.
Zheng Chang,Stencil codes on a vector length agnostic architecture.
Zheng Chang,Indoor Location Retrieval using Shape Matching of KinectFusion Scans to Large-Scale Indoor Point Clouds.
Zheng Chang,"Towards automated, high resolution 3D scanning of large surfaces for cultural heritage documentation."
Alaa Taima Albu-Salih,A Spatio-Temporal Descriptor for Dynamic 3D Facial Expression Retrieval and Recognition.
Alaa Taima Albu-Salih,Stencil codes on a vector length agnostic architecture.
Seyed-Amin Hosseini-Seno,"Towards automated, high resolution 3D scanning of large surfaces for cultural heritage documentation."
Seyed-Amin Hosseini-Seno,Data motifs - a lens towards fully understanding big data and AI workloads.
Jung-Chieh Chen,Energy-Efficient Signalling in QoS Constrained Heterogeneous Networks.
Jung-Chieh Chen,Energy-Efficient Resource Allocation for Massive MIMO Amplify-and-Forward Relay Systems.
Jung-Chieh Chen,Efficient Filling of Disparity Holes Using Resolution Decoupling.
Jung-Chieh Chen,Enhancing Power Quality in Microgrids With a New Online Control Strategy for DSTATCOM Using Reinforcement Learning Algorithm.
Jung-Chieh Chen,Energy-Efficient Big Data Analytics in Datacenters.
Yu Gu 0003,Twice-etched silicon approach for via-last through-silicon-via with a Parylene-HT liner.
Yu Gu 0003,Extended Large Scale Sketch-Based 3D Shape Retrieval.
Yu Gu 0003,Energy-Efficient Hybrid Precoding Design for Millimeter-Wave Massive MIMO Systems Via Coordinate Update Algorithms.
Fuji Ren,Graphphi - efficient parallel graph processing on emerging throughput-oriented architectures.
Fuji Ren,Indoor Location Retrieval using Shape Matching of KinectFusion Scans to Large-Scale Indoor Point Clouds.
Fuji Ren,3D GrabCut - Interactive Foreground Extraction for Reconstructed 3D Scenes.
Fuji Ren,"A portable, automatic data qantizer for deep neural networks."
Fuji Ren,Partial 3D Object Retrieval combining Local Shape Descriptors with Global Fisher Vectors.
Manman Cui,Partial Matching of Deformable Shapes.
Manman Cui,Enhanced Transmit Antenna Selection Scheme for Secure Throughput Maximization Without CSI at the Transmitter.
Bin-Jie Hu,Non-rigid 3D Model Classification Using 3D Hahn Moment Convolutional Neural Networks.
Bin-Jie Hu,Near-side prefetch throttling - adaptive prefetching for high-performance many-core processors.
Jie Tang 0002,Large-Scale 3D Shape Retrieval from ShapeNet Core55.
Jie Tang 0002,Completion of Cultural Heritage Objects with Rotational Symmetry.
Jie Tang 0002,Biased reference counting - minimizing atomic operations in garbage collection.
Jie Tang 0002,Retrieval and Classification on Textured 3D Models.
Yide Wang,Person Re-Identification from Depth Cameras using Skeleton and 3D Face Data.
Manman Cui,Enhancing comparison shopping agents through ordering and gradual information disclosure.
Manman Cui,Cimple - instruction and memory level parallelism - a DSL for uncovering ILP and MLP.
Bin-Jie Hu,GeoTopo - Dynamic 3D Facial Expression Retrieval Using Topological and Geometric Information.
Bin-Jie Hu,Towards concurrency race debugging - an integrated approach for constraint solving and dynamic slicing.
Xiaohuan Li,Large-Scale 3D Shape Retrieval from ShapeNet Core55.
Xiaohuan Li,Completion of Cultural Heritage Objects with Rotational Symmetry.
Hongbin Chen,Experimental Similarity Assessment for a Collection of Fragmented Artifacts.
Shiwei Hu,Temporal Domain Stereo Matching based on Feature Points for Restriction of Error Propagation.
Shiwei Hu,Indoor Location Retrieval using Shape Matching of KinectFusion Scans to Large-Scale Indoor Point Clouds.
Shiwei Hu,Guard-ring monitoring system for inspecting defects in TSV-based data buses.
Yide Wang,TreeSha - 3D Shape Retrieval with a Tree Graph Representation based on the Autodiffusion Function Topology.
Hui Gao 0001,Guard-ring monitoring system for inspecting defects in TSV-based data buses.
Hui Gao 0001,2D Scene Sketch-Based 3D Scene Retrieval.
Hui Gao 0001,Markerless Motion Capture with Multi-view Structured Light.
Hui Gao 0001,Energy-Efficient Data Gathering Framework-Based Clustering via Multiple UAVs in Deadline-Based WSN Applications.
Hui Gao 0001,GSHOT - a Global Descriptor from SHOT to Reduce Time and Space Requirements.
Tiejun Lv,Deformable Shape Retrieval with Missing Parts.
Tiejun Lv,Large Scale Comprehensive 3D Shape Retrieval.
Tiejun Lv,An Evaluation of Local Feature Encodings for Shape Retrieval.
Tiejun Lv,Manifold Harmonic Transform and Spatial Relationships for Partial 3D Object Retrieval.
Tiejun Lv,Coulomb Shapes - Using Electrostatic Forces for Deformation-invariant Shape Representation.
Xin Su 0001,Revealing parallel scans and reductions in recurrences through function reconstruction.
Xin Su 0001,Compiler assisted coalescing.
Xin Su 0001,Hypart - a hybrid technique for practical memory bandwidth partitioning on commodity servers.
Xin Su 0001,"Enhanced Human Face Recognition Using LBPH Descriptor, Multi-KNN, and Back-Propagation Neural Network."
Xin Su 0001,Energy-Efficient Big Data Analytics in Datacenters.
Hong Yang,Im2Fit - Fast 3D Model Fitting and Anthropometrics using Single Consumer Depth Camera and Synthetic Data.
Hong Yang,Unstructured Point Cloud Semantic Labeling Using Deep Segmentation Networks.
Hong Yang,3D Object Retrieval with Multimodal Views.
Hong Yang,Automatic annotation of tasks in structured code.
John M. Cioffi,3D integration - Applications and market trends.
John M. Cioffi,3D Sketch-Based 3D Shape Retrieval.
Long Dinh Nguyen,Large-Scale 3D Shape Retrieval from ShapeNet Core55.
Hoang Duong Tuan,Energy-Efficient Context-Aware Matching for Resource Allocation in Ultra-Dense Small Cells.
Hoang Duong Tuan,Proposed static timing analysis framework for extracted 3D integrated circuits (3D-STA).
Hoang Duong Tuan,Cost-driven thread coarsening for GPU kernels.
Hoang Duong Tuan,Energy-Efficient Transceiver Design for Hybrid Sub-Array Architecture MIMO Systems.
Hoang Duong Tuan,A Framework Based on Compressed Manifold Modes for Robust Local Spectral Analysis.
Trung Quang Duong,Hypart - a hybrid technique for practical memory bandwidth partitioning on commodity servers.
Trung Quang Duong,Retrieval of Human Subjects from Depth Sensor Data.
Mahmuda Akter,Biased reference counting - minimizing atomic operations in garbage collection.
Md. Obaidur Rahman,Energy-Efficient Big Data Analytics in Datacenters.
Md. Nazrul Islam,Large-Scale 3D Shape Retrieval from ShapeNet Core55.
Md. Nazrul Islam,Partial Matching of Deformable Shapes.
Md. Nazrul Islam,Shadow Detection on 3D Point Cloud.
Md. Nazrul Islam,ThOR - Three-dimensional Object Retrieval Library.
Md. Nazrul Islam,Engagement Evaluation for Autism Intervention by Robots Based on Dynamic Bayesian Network and Expert Elicitation.
Mohammad Mehedi Hassan,Efficient Filling of Disparity Holes Using Resolution Decoupling.
Mohammad Mehedi Hassan,Energy-Efficient Power Control Algorithms in Massive MIMO Cognitive Radio Networks.
Mohammad Mehedi Hassan,Bag of Compact HKS-based Feature Descriptors.
Mohammad Mehedi Hassan,Automatic Location of Landmarks used in Manual Anthropometry.
Mohammad Mehedi Hassan,Performance extraction and suitability analysis of multi- and many-core architectures for next generation sequencing secondary analysis.
Ahmed Alsanad,PhiGARo - Automatic Phishing Detection and Incident Response Framework.
Arun Kumar Sangaiah,Energy-Efficient Resource Allocation for Massive MIMO Amplify-and-Forward Relay Systems.
Arun Kumar Sangaiah,LightNet - A Lightweight 3D Convolutional Neural Network for Real-Time 3D Object Recognition.
Shiwen He,Extended Large Scale Sketch-Based 3D Shape Retrieval.
Shiwen He,Shape Retrieval and 3D Gestural Interaction.
Shiwen He,3D Objects Exploration - Guidelines for Future Research.
Shiwen He,3D integration - Applications and market trends.
Shiwen He,Unstructured Point Cloud Semantic Labeling Using Deep Segmentation Networks.
Chenhao Qi,Deformable Shape Retrieval with Missing Parts.
Chenhao Qi,Morphological Analysis of 3D Faces for Weight Gain Assessment.
Chenhao Qi,LightNet - A Lightweight 3D Convolutional Neural Network for Real-Time 3D Object Recognition.
Chenhao Qi,Synergistic cache layout for reuse and compression.
Chenhao Qi,Symmetry and Fourier Descriptor - A Hybrid Feature For NURBS based B-Rep Models Retrieval.
Yongpeng Wu,Cost-driven thread coarsening for GPU kernels.
Yongpeng Wu,Energy-Efficient Resource Allocation for Massive MIMO Amplify-and-Forward Relay Systems.
Yongming Huang,Efficient Filling of Disparity Holes Using Resolution Decoupling.
Yongming Huang,Energy-Efficient and SLA-Based Resource Management in Cloud Data Centers.
Yongming Huang,Temporal Ensemble of Shape Functions.
Yongming Huang,E-PUR - an energy-efficient processing unit for recurrent neural networks.
Phuong Luong,Markerless Motion Capture with Multi-view Structured Light.
Tri Minh Nguyen,Revealing parallel scans and reductions in recurrences through function reconstruction.
Tri Minh Nguyen,Cost effective speculation with the omnipredictor.
Tri Minh Nguyen,3D shape template generation from RGB-D images capturing a moving and deforming object.
Long Bao Le,Electrical investigation of Cu pumping in through-silicon vias for BEOL reliability in 3D integration.
Long Bao Le,Non-rigid 3D Shape Retrieval.
Ngoc-Dung Dào,3D Mesh Unfolding via Semidefinite Programming.
Ngoc-Dung Dào,Randomized Sub-Volume Partitioning for Part-Based 3D Model Retrieval.
Ngoc-Dung Dào,High-Fidelity Time-of-Flight Edge Sampling Using Superpixels.
Ngoc-Dung Dào,Non-rigid 3D Model Classification Using 3D Hahn Moment Convolutional Neural Networks.
Ekram Hossain,Morphological Analysis of 3D Faces for Weight Gain Assessment.
Ekram Hossain,Large Scale Comprehensive 3D Shape Retrieval.
Ekram Hossain,Secure High Capacity Data Hiding for 3d Meshes.
Zuoen Wang,2D Scene Sketch-Based 3D Scene Retrieval.
Jingxian Wu,Enhanced VANET broadcast throughput capacity via a dynamic backbone architecture.
Jing Yang 0002,RGB-D Object-to-CAD Retrieval.
Jing Yang 0002,ComP-net - command processor networking for efficient intra-kernel communications on GPUs.
Jing Yang 0002,MemoDyn - exploiting weakly consistent data structures for dynamic parallel memoization.
Jing Yang 0002,Energy-Efficient Context-Aware Matching for Resource Allocation in Ultra-Dense Small Cells.
Jing Yang 0002,Morphological Analysis of 3D Faces for Weight Gain Assessment.
Hai Lin,Maximizing system utilization via parallelism management for co-located parallel applications.
Hai Lin,3D Objects Exploration - Guidelines for Future Research.
Yongli Feng,2D Scene Sketch-Based 3D Scene Retrieval.
Yongli Feng,Energy-Efficient and SLA-Based Resource Management in Cloud Data Centers.
Yongli Feng,Large-Scale 3D Shape Retrieval from ShapeNet Core55.
Yongli Feng,Engineering commitment-based business protocols with the 2CL methodology.
Yongli Feng,Implementation of 3D Object Reconstruction Using Multiple Kinect Cameras.
